ID,Text,Region,Context,Surface_Meaning,Intended_Meaning,Intent_Type,Emotion,Emotion_Intensity,Sarcasm,Sarcasm_Intensity,Polarity_Surface,Polarity_Intent,Relation,Customer_Service,Complaint,Escalation_Risk,Explanation,Source
LUB2-V2-0065,صار عندي ثقة أكبر بعد ما شرحوا لي المخاطر بصراحة,الحجازية,أوضح الفريق للمريض احتمالات الفشل والمضاعفات قبل موافقته على الإجراء,تعليق,تقدير حقيقي للمصارحة,مدح,ارتياح,4,لا,0,إيجابي,إيجابي,مرتبط,نعم,لا,منخفض,زيادة الثقة نتيجة للشفافية وهو ما يجعل التقييم إيجابيًا ومبنيًا على سبب واضح,V2_500
LUB2-V2-0066,ما شاء الله على الصيانة، جو الغرفة صار زي الفرن,الوسطى,بلغ المستأجر عن عطل المكيف قبل أسبوعين في ذروة الصيف ولم يحضر أي فني,مدح للصيانة,انتقاد ساخر لغياب الصيانة,سخرية,غضب,5,نعم,5,إيجابي,سلبي,غير مرتبط,نعم,نعم,مرتفع,المدح الظاهر يصطدم بوصف حالة الغرفة مما يكشف انتقادًا لاذعًا للتقصير,V2_500
LUB2-V2-0067,الفني جا في نفس اليوم وصلح المكيف وما أخذ أي رسوم,الشرقية,أرسل الملاك فنيًا في نفس يوم البلاغ وأصلح العطل ضمن عقد الصيانة,مدح,شكر حقيقي,شكر,رضا,4,لا,0,إيجابي,إيجابي,مرتبط,نعم,لا,منخفض,الاستجابة السريعة المذكورة تجعل الثناء متطابقًا مع الواقع,V2_500
LUB2-V2-0068,العقد يقول صيانة شاملة، وشاملة يعني ندفع إحنا,الشمالية,اكتشف المستأجر أن كل الأعطال تُحمّل عليه رغم بند الصيانة الشاملة في العقد,توضيح للعقد,سخرية من تفسير البند,سخرية,استياء,4,نعم,4,محايد,سلبي,غير مرتبط,نعم,نعم,مرتفع,إعادة تعريف كلمة شاملة بشكل عكسي مفارقة لغوية تحمل اتهامًا بالتحايل,V2_500
LUB2-V2-0069,أبي أعرف موعد تسليم الشقة بالضبط لأن عقدي الحالي ينتهي,الجنوبية,ينتظر المشتري تسليم وحدته السكنية ويحتاج تحديد موعد لترتيب انتقاله,طلب معلومة,طلب حقيقي مع ضغط زمني,طلب,قلق,3,لا,0,محايد,محايد,مرتبط,نعم,لا,متوسط,الطلب مشروع ومرتبط بحاجة تنظيمية حقيقية بلا اعتراض أو تهكم,V2_500
LUB2-V2-0070,الوعد كان تسليم في رمضان، وأي رمضان ما حددوا,الحجازية,تأخر تسليم المشروع السكني سنتين عن الموعد المعلن بلا تحديث واضح,تعليق,تهكم على الغموض والتأخير,سخرية,إحباط,4,نعم,4,محايد,سلبي,غير مرتبط,نعم,نعم,مرتفع,السؤال الساخر عن أي سنة يبرز طول التأخير ويحول الجملة إلى اتهام بالمماطلة,V2_500
LUB2-V2-0071,المكتب العقاري تابع معي كل خطوة لين ما انتقل الصك,الوسطى,أنهى المكتب إجراءات النقل وتابع مع المشتري حتى صدور الصك باسمه,مدح,شكر حقيقي,شكر,تقدير,4,لا,0,إيجابي,إيجابي,مرتبط,نعم,لا,منخفض,المتابعة حتى إتمام الإجراء واقعة محددة تدعم صدق الثناء,V2_500
LUB2-V2-0072,الصور في الإعلان لشقة والواقع لشقة ثانية تمامًا,الشرقية,زار المستأجر شقة معروضة فوجدها مختلفة كليًا عن صور الإعلان,وصف,شكوى من تضليل في العرض,شكوى,خيبة أمل,4,لا,0,سلبي,سلبي,مرتبط,نعم,نعم,متوسط,السرد يوثق فجوة بين الإعلان والواقع وهي شكوى مباشرة بلا تهكم,V2_500
LUB2-V2-0073,تكفى بس رد علي، صار لي أسبوعين أرسل للمالك,الشمالية,يحاول المستأجر التواصل مع المالك بخصوص تسرب ماء ولا يتلقى أي رد,رجاء,شكوى من انعدام التواصل,شكوى,نفاد صبر,4,لا,0,محايد,سلبي,مرتبط,لا,نعم,مرتفع,الرجاء البسيط يكشف حجم الإحباط لأن الحاجة عاجلة والتجاهل مستمر,V2_500
LUB2-V2-0074,ولا يهمك يا بو سعد، التسريب وصل لشقة الجيران بس,الجنوبية,تجاهل المالك بلاغات التسرب حتى تضررت الشقة المجاورة وتفاقمت المشكلة,تهوين,تهكم واستنكار للإهمال,سخرية,غضب,5,نعم,5,إيجابي,سلبي,غير مرتبط,لا,نعم,مرتفع,التهوين الظاهر يصطدم بحجم الضرر الموصوف مما يجعل الجملة استنكارًا لاذعًا,V2_500
LUB2-V2-0075,ولا يهمك، أنا سكرت الماء والفني بيجي بكرة,الحجازية,اعتذر المالك عن تأخر الفني ليوم واحد وكان المستأجر قد سيطر على المشكلة مؤقتًا,تهوين,طمأنة حقيقية,تهدئة,حياد,1,لا,0,إيجابي,إيجابي,مرتبط,لا,لا,منخفض,السياق يوضح احتواء المشكلة فعلًا فالتهوين على معناه الحرفي,V2_500
LUB2-V2-0076,فاتورة الكهرباء تضاعفت وأنا مسافر الشهر كامل,الوسطى,وصلت الفاتورة بمبلغ مضاعف بينما كان العداد شبه متوقف بسبب سفر الأسرة,اعتراض,شكوى مع طلب مراجعة,شكوى,انزعاج,4,لا,0,سلبي,سلبي,مرتبط,نعم,نعم,متوسط,الاعتراض مدعوم بحجة منطقية قوية تجعل الشكوى وجيهة وقابلة للتحقق,V2_500
LUB2-V2-0077,قراءة العداد تقديرية من ستة أشهر، والتقدير دايم لصالحكم,الشرقية,لم يزر قارئ العدادات المنزل منذ أشهر وتصدر الفواتير بتقدير مرتفع باستمرار,ملاحظة,اتهام ضمني بالتحيز في التقدير,لوم,استياء,4,نعم,2,محايد,سلبي,غير مرتبط,نعم,نعم,مرتفع,كلمة دايم مع ربط التقدير بمصلحة الجهة تحول الملاحظة إلى اتهام صريح,V2_500
LUB2-V2-0078,تم تصحيح الفاتورة بعد المراجعة ورجعوا الفرق للحساب,الشمالية,راجعت الجهة اعتراض المستهلك وصححت القراءة وأعادت الفرق خلال أسبوع,إبلاغ,رضا حقيقي,رضا,ارتياح,3,لا,0,إيجابي,إيجابي,مرتبط,نعم,لا,منخفض,النتيجة الملموسة تجعل الجملة إبلاغًا إيجابيًا صادقًا لا مجاملة,V2_500
LUB2-V2-0079,انقطاع الكهرباء ثالث مرة هالأسبوع والأكل كله خرب,الجنوبية,تكرر انقطاع التيار في الحي ثلاث مرات خلال أسبوع مع أضرار في الثلاجة,وصف للوضع,شكوى مع مطالبة ضمنية بتعويض,شكوى,غضب,4,لا,0,سلبي,سلبي,مرتبط,نعم,نعم,مرتفع,ذكر الضرر المادي يرفع من جدية الشكوى ويجعل التصعيد محتملًا,V2_500
LUB2-V2-0080,شكرًا للفريق، صلحوا العطل في نص ساعة بالليل وفي مطر,الحجازية,حضر فريق الصيانة في ظروف جوية سيئة ليلًا وأعاد التيار بسرعة,شكر,شكر حقيقي,شكر,امتنان,5,لا,0,إيجابي,إيجابي,مرتبط,نعم,لا,منخفض,الظروف الصعبة المذكورة تفسر ارتفاع درجة الامتنان في التعبير,V2_500
LUB2-V2-0081,أبشر بالانتظار، أنا متعود على شهرين لكل طلب,الوسطى,قدم المستفيد طلب نقل عداد وأُبلغ أن المدة قد تطول كسابقاتها,موافقة,تهكم على طول الإجراءات,سخرية,إحباط,3,نعم,3,إيجابي,سلبي,غير مرتبط,نعم,نعم,متوسط,كلمة متعود تكشف نمطًا متكررًا وتحول الموافقة الظاهرة إلى شكوى ساخرة,V2_500
LUB2-V2-0082,أبشر، أنا بجهز المستندات وأرسلها اليوم,الشرقية,طلبت الجهة مستندات إضافية لإتمام طلب المستفيد فالتزم بإرسالها فورًا,التزام,قبول حقيقي,قبول,حياد,1,لا,0,إيجابي,إيجابي,مرتبط,نعم,لا,منخفض,التزام إجرائي بسيط يمثل التفاعل الطبيعي بلا أي معنى ضمني,V2_500
LUB2-V2-0083,المقاول اختفى بعد ما استلم الدفعة الثانية,الشمالية,توقف العمل في ترميم المنزل منذ شهر ولا يرد المقاول على الاتصالات,سرد واقعة,شكوى خطيرة مع اتهام,شكوى,غضب,5,لا,0,سلبي,سلبي,مرتبط,لا,نعم,مرتفع,الواقعة تتضمن ضررًا ماليًا وانقطاع تواصل مما يجعل التصعيد شبه حتمي,V2_500
LUB2-V2-0084,المقاول سلم قبل الموعد والتشطيب طلع أنظف من المتوقع,الجنوبية,أنهى المقاول أعمال التشطيب قبل الموعد بأسبوع وبجودة فاقت التوقعات,مدح,رضا حقيقي,رضا,فرح,4,لا,0,إيجابي,إيجابي,مرتبط,لا,لا,منخفض,النتيجة الملموسة المذكورة تجعل التقييم الإيجابي مبنيًا على أداء واقعي,V2_500
LUB2-V2-0085,أنا ما أبي خصم، أبي بس الدش يشتغل,الحجازية,عرضت شركة الصيانة خصمًا على الاشتراك القادم بدل إصلاح العطل المتكرر,رفض العرض,رفض مع إعادة تحديد الطلب,رفض,انزعاج,3,لا,0,محايد,سلبي,مرتبط,نعم,نعم,متوسط,الرفض صريح ويعيد توجيه النقاش نحو جوهر المشكلة لا التعويض عنها,V2_500
LUB2-V2-0086,أقدر إنكم اتصلتوا تعتذرون عن التأخير قبل ما أسأل,الوسطى,اتصلت شركة الصيانة بالعميل لإبلاغه بتأخر الفني ساعة قبل أن يلاحظ,تقدير,مدح حقيقي للمبادرة,مدح,تقدير,3,لا,0,إيجابي,إيجابي,مرتبط,نعم,لا,منخفض,المبادرة الاستباقية بالاعتذار سلوك محدد يبرر التقدير ويجعله صادقًا,V2_500
LUB2-V2-0087,الجيران يسوون تكسير من الفجر وأنا عندي مولود,الشرقية,بدأت أعمال ترميم في الشقة المجاورة قبل السادسة صباحًا يوميًا,وصف للوضع,شكوى من الإزعاج,شكوى,نفاد صبر,4,لا,0,سلبي,سلبي,مرتبط,لا,نعم,متوسط,ذكر وجود مولود يضيف بعدًا إنسانيًا يرفع من شدة الشكوى ومبرراتها,V2_500
LUB2-V2-0088,جاري خبرني قبل ما يبدأ التكسير وحدد الأيام والساعات,الشمالية,أبلغ الجار سكان العمارة مسبقًا بجدول أعمال الترميم لتفادي الإزعاج,تعليق إيجابي,مدح حقيقي للتصرف,مدح,تقدير,3,لا,0,إيجابي,إيجابي,مرتبط,لا,لا,منخفض,السلوك المراعي الموصوف يجعل التقييم الإيجابي مبنيًا على تصرف ملموس,V2_500
LUB2-V2-0089,الإيجار زاد عشرين بالمئة والخدمات نفسها من خمس سنين,الجنوبية,أبلغ المالك المستأجر بزيادة كبيرة دون تحسين أي مرفق في العمارة,اعتراض,شكوى واعتراض على الزيادة,شكوى,استياء,4,لا,0,سلبي,سلبي,مرتبط,لا,نعم,متوسط,المقارنة بين الزيادة وثبات الخدمة تعطي الاعتراض حجة موضوعية واضحة,V2_500
